forecast_origin_date,forecast_date,store_id,product_id,forecast_units_sold,lower_bound,upper_bound,actual_units_sold,forecast_error,status,model_version,calculated_at
2023-12-31,2024-01-01,S001,P0001,59.1,28.47892236125285,89.72107763874715,43.0,-16.080154410131087,ready,ensemble_v2,2026-07-13T07:06:18.309502
2023-12-31,2024-01-02,S001,P0001,58.9,28.278922361252846,89.52107763874716,66.0,7.088858031548554,ready,ensemble_v2,2026-07-13T07:06:18.309502
2023-12-31,2024-01-03,S001,P0001,58.2,27.57892236125285,88.82107763874716,25.0,-33.235092201732954,ready,ensemble_v2,2026-07-13T07:06:18.309502
2023-12-31,2024-01-04,S001,P0001,65.3,34.678922361252845,95.92107763874715,57.0,-8.277277271717395,ready,ensemble_v2,2026-07-13T07:06:18.309502
2023-12-31,2024-01-05,S001,P0001,58.3,27.678922361252845,88.92107763874715,46.0,-12.34776716285269,ready,ensemble_v2,2026-07-13T07:06:18.309502
2023-12-31,2024-01-06,S001,P0001,59.6,28.97892236125285,90.22107763874715,45.0,-14.559022994890029,ready,ensemble_v2,2026-07-13T07:06:18.309502
2023-12-31,2024-01-07,S001,P0001,58.0,27.378922361252847,88.62107763874715,35.0,-22.953404798933576,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-01,2024-01-02,S001,P0001,53.7,25.323151299799648,82.07684870020036,66.0,12.28909122341959,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-01,2024-01-03,S001,P0001,53.0,24.623151299799645,81.37684870020036,25.0,-28.013853512360967,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-01,2024-01-04,S001,P0001,60.3,31.923151299799642,88.67684870020035,57.0,-3.274845847980174,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-01,2024-01-05,S001,P0001,53.1,24.723151299799646,81.47684870020035,46.0,-7.130029389730879,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-01,2024-01-06,S001,P0001,54.4,26.023151299799643,82.77684870020036,45.0,-9.378920071457387,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-01,2024-01-07,S001,P0001,52.7,24.323151299799648,81.07684870020036,35.0,-17.72341381893621,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-01,2024-01-08,S001,P0001,52.9,24.523151299799643,81.27684870020036,73.0,20.073278395666463,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-02,2024-01-03,S001,P0001,43.7,15.738203506929977,71.66179649307003,25.0,-18.731499999999997,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-02,2024-01-04,S001,P0001,49.9,21.938203506929973,77.86179649307002,57.0,7.143499999999996,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-02,2024-01-05,S001,P0001,43.8,15.838203506929972,71.76179649307002,46.0,2.170500000000004,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-02,2024-01-06,S001,P0001,44.9,16.938203506929973,72.86179649307002,45.0,0.11700000000000443,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-02,2024-01-07,S001,P0001,43.5,15.538203506929975,71.46179649307003,35.0,-8.4865,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-02,2024-01-08,S001,P0001,43.7,15.738203506929977,71.66179649307003,73.0,29.342,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-02,2024-01-09,S001,P0001,43.3,15.338203506929972,71.26179649307002,32.0,-11.265999999999998,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-03,2024-01-04,S001,P0001,49.3,22.552863100074504,76.04713689992549,57.0,7.721413311421543,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-03,2024-01-05,S001,P0001,43.2,16.45286310007451,69.9471368999255,46.0,2.800665571076422,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-03,2024-01-06,S001,P0001,44.3,17.552863100074504,71.04713689992549,45.0,0.7380320460147942,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-03,2024-01-07,S001,P0001,42.9,16.152863100074505,69.6471368999255,35.0,-7.853360723089558,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-03,2024-01-08,S001,P0001,43.0,16.252863100074507,69.7471368999255,73.0,29.97365242399343,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-03,2024-01-09,S001,P0001,42.6,15.852863100074508,69.34713689992549,32.0,-10.6309490550534,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-03,2024-01-10,S001,P0001,41.9,15.152863100074505,68.6471368999255,75.0,33.11042317173378,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-04,2024-01-05,S001,P0001,40.7,15.841006205210874,65.55899379478913,46.0,5.298000000000002,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-04,2024-01-06,S001,P0001,41.8,16.94100620521087,66.65899379478913,45.0,3.244500000000002,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-04,2024-01-07,S001,P0001,40.4,15.54100620521087,65.25899379478912,35.0,-5.359000000000002,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-04,2024-01-08,S001,P0001,40.5,15.641006205210871,65.35899379478913,73.0,32.469500000000004,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-04,2024-01-09,S001,P0001,40.1,15.241006205210873,64.95899379478914,32.0,-8.1385,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-04,2024-01-10,S001,P0001,39.4,14.54100620521087,64.25899379478912,75.0,35.5965,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-04,2024-01-11,S001,P0001,45.0,20.14100620521087,69.85899379478913,74.0,28.986000000000004,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-05,2024-01-06,S001,P0001,41.3,5.795217030726093,76.8047829692739,45.0,3.727499999999999,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-05,2024-01-07,S001,P0001,39.9,4.395217030726094,75.4047829692739,35.0,-4.875999999999998,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-05,2024-01-08,S001,P0001,40.0,4.495217030726096,75.5047829692739,73.0,32.9525,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-05,2024-01-09,S001,P0001,39.7,4.1952170307260985,75.20478296927391,32.0,-7.655499999999989,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-05,2024-01-10,S001,P0001,38.9,3.3952170307260943,74.4047829692739,75.0,36.07950000000001,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-05,2024-01-11,S001,P0001,44.5,8.995217030726096,80.0047829692739,74.0,29.46900000000001,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-05,2024-01-12,S001,P0001,39.9,4.395217030726094,75.4047829692739,134.0,94.0505,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-06,2024-01-07,S001,P0001,38.8,5.271532525663119,72.32846747433688,35.0,-3.8474999999999966,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-06,2024-01-08,S001,P0001,39.0,5.471532525663122,72.52846747433688,73.0,33.981,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-06,2024-01-09,S001,P0001,38.6,5.071532525663123,72.12846747433687,32.0,-6.626999999999995,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-06,2024-01-10,S001,P0001,37.9,4.37153252566312,71.42846747433688,75.0,37.108000000000004,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-06,2024-01-11,S001,P0001,43.5,9.971532525663122,77.02846747433688,74.0,30.497500000000002,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-06,2024-01-12,S001,P0001,38.9,5.37153252566312,72.42846747433688,134.0,95.07900000000001,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-06,2024-01-13,S001,P0001,39.0,5.471532525663122,72.52846747433688,61.0,22.005500000000012,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-07,2024-01-08,S001,P0001,39.8,0.09783326829425221,79.50216673170574,73.0,33.21907142857143,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-07,2024-01-09,S001,P0001,39.4,0.0,79.10216673170575,32.0,-7.388928571428565,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-07,2024-01-10,S001,P0001,38.7,0.0,78.40216673170575,75.0,36.346071428571435,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-07,2024-01-11,S001,P0001,44.3,4.597833268294252,84.00216673170574,74.0,29.735571428571433,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-07,2024-01-12,S001,P0001,39.7,0.0,79.40216673170575,134.0,94.31707142857144,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-07,2024-01-13,S001,P0001,39.8,0.09783326829425221,79.50216673170574,61.0,21.24357142857143,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-07,2024-01-14,S001,P0001,39.4,0.0,79.10216673170575,129.0,89.58657142857143,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-08,2024-01-09,S001,P0001,38.3,0.0,80.01754840647395,32.0,-6.341499999999996,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-08,2024-01-10,S001,P0001,37.6,0.0,79.31754840647395,75.0,37.3935,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-08,2024-01-11,S001,P0001,43.2,1.4824515935260507,84.91754840647395,74.0,30.783,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-08,2024-01-12,S001,P0001,38.6,0.0,80.31754840647395,134.0,95.3645,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-08,2024-01-13,S001,P0001,38.7,0.0,80.41754840647395,61.0,22.291000000000004,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-08,2024-01-14,S001,P0001,38.4,0.0,80.11754840647396,129.0,90.63400000000001,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-08,2024-01-15,S001,P0001,38.8,0.0,80.51754840647395,83.0,44.242000000000004,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-09,2024-01-10,S001,P0001,39.4,0.0,103.04534689040813,75.0,35.62061528702823,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-09,2024-01-11,S001,P0001,45.3,0.0,108.94534689040812,74.0,28.688621947351734,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-09,2024-01-12,S001,P0001,40.5,0.0,104.14534689040812,134.0,93.53265144307008,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-09,2024-01-13,S001,P0001,40.5,0.0,104.14534689040812,61.0,20.454939739930225,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-09,2024-01-14,S001,P0001,40.2,0.0,103.84534689040812,129.0,88.81759435458294,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-09,2024-01-15,S001,P0001,40.6,0.0,104.24534689040811,83.0,42.40313193783698,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-09,2024-01-16,S001,P0001,39.6,0.0,103.24534689040811,90.0,50.41338407865525,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-10,2024-01-11,S001,P0001,47.7,0.0,109.02435374452233,74.0,26.272617804596926,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-10,2024-01-12,S001,P0001,42.7,0.0,104.02435374452233,134.0,91.33146925215269,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-10,2024-01-13,S001,P0001,42.7,0.0,104.02435374452233,61.0,18.250311207539504,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-10,2024-01-14,S001,P0001,42.4,0.0,103.72435374452232,129.0,86.62904874906774,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-10,2024-01-15,S001,P0001,42.8,0.0,104.12435374452232,83.0,40.19620584446404,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-10,2024-01-16,S001,P0001,41.7,0.0,103.02435374452233,90.0,48.251260424435564,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-10,2024-01-17,S001,P0001,42.0,0.0,103.32435374452233,35.0,-6.965161027866287,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-11,2024-01-12,S001,P0001,52.0,0.0,120.20691273972804,134.0,81.95920914166864,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-11,2024-01-13,S001,P0001,52.1,0.0,120.30691273972803,61.0,8.858827826130025,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-11,2024-01-14,S001,P0001,51.7,0.0,119.90691273972804,129.0,77.3272739653102,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-11,2024-01-15,S001,P0001,52.2,0.0,120.40691273972804,83.0,30.791906949104288,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-11,2024-01-16,S001,P0001,50.9,0.0,119.10691273972805,90.0,39.096864051106195,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-11,2024-01-17,S001,P0001,51.2,0.0,119.40691273972804,35.0,-16.170819456996753,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-11,2024-01-18,S001,P0001,56.6,0.0,124.80691273972803,67.0,10.442049942431268,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-12,2024-01-13,S001,P0001,52.8,0.0,119.13563553743683,61.0,8.171875000000014,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-12,2024-01-14,S001,P0001,52.3,0.0,118.63563553743683,129.0,76.653125,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-12,2024-01-15,S001,P0001,52.9,0.0,119.23563553743682,83.0,30.103125000000006,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-12,2024-01-16,S001,P0001,51.6,0.0,117.93563553743684,90.0,38.44375000000001,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-12,2024-01-17,S001,P0001,51.8,0.0,118.13563553743683,35.0,-16.831249999999997,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-12,2024-01-18,S001,P0001,57.4,0.0,123.73563553743682,67.0,9.634375000000006,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-12,2024-01-19,S001,P0001,51.7,0.0,118.03563553743683,54.0,2.2718750000000085,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-13,2024-01-14,S001,P0001,61.0,0.0,125.59553321984455,129.0,68.01260836385838,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-13,2024-01-15,S001,P0001,61.6,0.0,126.19553321984455,83.0,21.370386141636153,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-13,2024-01-16,S001,P0001,60.1,0.0,124.69553321984455,90.0,29.935802808302817,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-13,2024-01-17,S001,P0001,60.4,0.0,124.99553321984456,35.0,-25.38530830280829,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-13,2024-01-18,S001,P0001,66.8,2.2044667801554425,131.39553321984454,67.0,0.1523305860805948,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-13,2024-01-19,S001,P0001,60.3,0.0,124.89553321984455,54.0,-6.26489163614162,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-13,2024-01-20,S001,P0001,63.9,0.0,128.49553321984456,77.0,13.082469474969479,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-14,2024-01-15,S001,P0001,62.9,0.0,128.63441342042339,83.0,20.1254374510316,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-14,2024-01-16,S001,P0001,61.3,0.0,127.03441342042339,90.0,28.69755810916689,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-14,2024-01-17,S001,P0001,61.6,0.0,127.3344134204234,35.0,-26.624928179681376,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-14,2024-01-18,S001,P0001,68.1,2.3655865795766005,133.8344134204234,67.0,-1.1149647427526759,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-14,2024-01-19,S001,P0001,61.5,0.0,127.2344134204234,54.0,-7.503995821363276,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-14,2024-01-20,S001,P0001,65.2,0.0,130.9344134204234,77.0,11.827722642987723,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-14,2024-01-21,S001,P0001,60.5,0.0,126.2344134204234,155.0,94.50377383128755,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-15,2024-01-16,S001,P0001,65.4,0.9064956545581424,129.89350434544187,90.0,24.58982519049752,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-15,2024-01-17,S001,P0001,65.8,1.3064956545581339,130.29350434544187,35.0,-30.757642312864192,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-15,2024-01-18,S001,P0001,72.8,8.306495654558134,137.29350434544187,67.0,-5.75042581801884,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-15,2024-01-19,S001,P0001,65.6,1.106495654558131,130.09350434544186,54.0,-11.62734199910355,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-15,2024-01-20,S001,P0001,69.6,5.106495654558131,134.09350434544186,77.0,7.420215150156878,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-15,2024-01-21,S001,P0001,64.5,0.006495654558136721,128.99350434544186,155.0,90.45849394890183,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-15,2024-01-22,S001,P0001,65.7,1.2064956545581396,130.19350434544185,115.0,49.28579112505602,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-16,2024-01-17,S001,P0001,62.3,0.0,125.75233996991204,35.0,-27.333647959183672,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-16,2024-01-18,S001,P0001,68.9,5.447660030087967,132.35233996991204,67.0,-1.86708545918367,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-16,2024-01-19,S001,P0001,62.2,0.0,125.65233996991205,54.0,-8.211906887755092,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-16,2024-01-20,S001,P0001,65.9,2.4476600300879667,129.35233996991204,77.0,11.095280612244892,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-16,2024-01-21,S001,P0001,61.2,0.0,124.65233996991205,155.0,93.80260204081634,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-16,2024-01-22,S001,P0001,62.3,0.0,125.75233996991204,115.0,52.706932397959186,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-16,2024-01-23,S001,P0001,60.8,0.0,124.25233996991204,237.0,176.20840561224492,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-17,2024-01-18,S001,P0001,69.8,7.950183515216189,131.6498164847838,67.0,-2.823874219412531,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-17,2024-01-19,S001,P0001,63.1,1.250183515216193,124.94981648478381,54.0,-9.06451642124739,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-17,2024-01-20,S001,P0001,66.8,4.950183515216189,128.6498164847838,77.0,10.184864312697556,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-17,2024-01-21,S001,P0001,62.0,0.15018351521619167,123.84981648478382,155.0,92.96587348700949,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-17,2024-01-22,S001,P0001,63.1,1.250183515216193,124.94981648478381,115.0,51.85305238609206,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-17,2024-01-23,S001,P0001,61.6,0.0,123.44981648478381,237.0,175.37802945031223,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-17,2024-01-24,S001,P0001,61.6,0.0,123.44981648478381,62.0,0.4192450466425157,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-18,2024-01-19,S001,P0001,57.4,0.0,127.79369845565319,54.0,-3.440762959544685,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-18,2024-01-20,S001,P0001,60.7,0.0,131.09369845565317,77.0,16.290039993847103,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-18,2024-01-21,S001,P0001,56.5,0.0,126.89369845565318,155.0,98.45736809721582,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-18,2024-01-22,S001,P0001,57.5,0.0,127.89369845565318,115.0,57.48738655591448,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-18,2024-01-23,S001,P0001,56.2,0.0,126.59369845565318,237.0,180.81662051992004,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-18,2024-01-24,S001,P0001,56.1,0.0,126.49369845565317,62.0,5.852545762190431,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-18,2024-01-25,S001,P0001,62.4,0.0,132.79369845565319,116.0,53.60155360713736,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-19,2024-01-20,S001,P0001,62.9,0.0,133.55949056775097,77.0,14.059242742248088,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-19,2024-01-21,S001,P0001,58.6,0.0,129.259490567751,155.0,96.38297706644688,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-19,2024-01-22,S001,P0001,59.6,0.0,130.259490567751,115.0,55.37659062891785,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-19,2024-01-23,S001,P0001,58.2,0.0,128.85949056775098,237.0,178.75571278405022,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-19,2024-01-24,S001,P0001,58.2,0.0,128.85949056775098,62.0,3.7929863558105694,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-19,2024-01-25,S001,P0001,64.7,0.0,135.35949056775098,116.0,51.307384869512376,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-19,2024-01-26,S001,P0001,61.2,0.0,131.85949056775098,88.0,26.848374186744145,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-20,2024-01-21,S001,P0001,63.9,0.0,157.0371387048234,155.0,91.11803048416019,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-20,2024-01-22,S001,P0001,64.9,0.0,158.0371387048234,115.0,50.061754333532576,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-20,2024-01-23,S001,P0001,63.5,0.0,156.6371387048234,237.0,173.50924387328152,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-20,2024-01-24,S001,P0001,63.5,0.0,156.6371387048234,62.0,-1.4516347878063414,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-20,2024-01-25,S001,P0001,70.3,0.0,163.43713870482338,116.0,45.74125224148236,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-20,2024-01-26,S001,P0001,66.5,0.0,159.6371387048234,88.0,21.45777943813509,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-20,2024-01-27,S001,P0001,69.9,0.0,163.0371387048234,64.0,-5.9457770472205596,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-21,2024-01-22,S001,P0001,67.9,0.0,159.74724942801288,115.0,47.13046859746177,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-21,2024-01-23,S001,P0001,66.4,0.0,158.24724942801288,237.0,170.6298535632932,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-21,2024-01-24,S001,P0001,66.3,0.0,158.14724942801288,62.0,-4.329622518711346,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-21,2024-01-25,S001,P0001,73.4,0.0,165.24724942801288,116.0,42.619215750081366,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-21,2024-01-26,S001,P0001,69.5,0.0,161.3472494280129,88.0,18.468987959648558,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-21,2024-01-27,S001,P0001,73.1,0.0,164.94724942801287,64.0,-9.056592905955085,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-21,2024-01-28,S001,P0001,67.6,0.0,159.44724942801287,100.0,32.37361210543443,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-22,2024-01-23,S001,P0001,78.1,0.0,168.13457681019142,237.0,158.9233181818182,ready,ensemble_v2,2026-07-13T07:06:18.309502
2024-01-22,2024-01-24,S001,P0001,78.0,0.0,168.03457681019142,62.0,-16.03118181818182,ready,ensemble_v2,2026-07-13T07:06:18.309502
